"FIRM","PLATFORM_NAME","STRATEGY","SHARE_CLASS","TICKER","INVESTMENT_TYPE","ADDED_DATE","PLATFORM_TYPE","PLATFORM_DEF","IPD_NAME","NAM_NAME","CLEARING_FIRM"
"ATRIA/CADARET GRANT","Tims II","Franklin Liberty Intermediate Municipal Opportunities ETF"," ","FLMI","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin Liberty Investment Grade Corporate ETF"," ","FLCO","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin Liberty Municipal Bond ETF"," ","FLMB","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin Liberty Short Duration U.S. Government ETF"," ","FTSD","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin Liberty U.S. Low Volatility ETF"," ","FLLV","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin LibertyQ Emerging Markets ETF"," ","FLQE","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin LibertyQ Global Dividend ETF"," ","FLQD","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin LibertyQ Global Equity ETF"," ","FLQG","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin LibertyQ International Equity Hedged ETF"," ","FLQH","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin LibertyQ U.S. Equity ETF"," ","FLQL","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin LibertyQ U.S. Mid Cap Equity ETF"," ","FLQM","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","Franklin LibertyQ U.S. Small Cap Equity ETF"," ","FLQS","ETF",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," "," "
"ATRIA/CADARET GRANT","Tims II","All Franklin Templeton Mutual Funds (Adv Share Class)"," ","","Mutual Fund",0,"Rep as PM","Fee Based, Rep as PM- Mutual Funds, ETFs, Stocks, Individual Securities"," "," ","Pershing"
"ATRIA/CUSO","Contour- SMA","Franklin Intermediate Fixed Income SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CUSO","Contour- SMA","Franklin Intermediate Municipal SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CUSO","Contour- SMA","Franklin Rising Dividends SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CUSO","Contour- SMA","Templeton Foreign Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CUSO","Contour- SMA","Templeton International Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CUSO","Contour- SMA","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"SMA","SMA Platform through Envestnet"," "," "," "
"ATRIA/CUSO","Contour- UMA","Franklin Intermediate Fixed Income SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CUSO","Contour- UMA","Franklin Intermediate Municipal SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CUSO","Contour- UMA","Franklin Rising Dividends SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CUSO","Contour- UMA","Templeton Foreign Equity SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CUSO","Contour- UMA","Templeton International Equity SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CUSO","Contour- UMA","Templeton Templeton Global Equity SMA"," ","SMA","SMA",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," "," "
"ATRIA/CUSO","Contour- UMA","All Franklin Templeton ETFs"," ","","ETF",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," ","Envestnet"
"ATRIA/CUSO","Contour- UMA","All Franklin Templeton Mutual Funds (Adv Share Class)"," ","","Mutual Fund",0,"UMA","UMA Platform through Envestnet- Mutual Funds, ETFs, SMAs"," "," ","Envestnet"
"ATRIA/CUSO","Contour-Rep as PM","All Franklin Templeton ETFs"," ","","ETF",0,"Rep as PM","Rep as PM Platform through Envestnet- Mutual Funds, ETFs"," "," ","Envestnet"
"ATRIA/CUSO","Contour-Rep as PM","All Franklin Templeton Mutual Funds (Adv Share Class)"," ","","Mutual Fund",0,"Rep as PM","Rep as PM Platform through Envestnet- Mutual Funds, ETFs"," "," ","Envestnet"
"AVANTAX","Brokerage","Franklin Adjustable U.S. Government Securities Fund","A","FISAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Adjustable U.S. Government Securities Fund","Advisor","FAUZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Adjustable U.S. Government Securities Fund","C","FCSCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Alabama Tax-Free Income Fund","A","FALQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Alabama Tax-Free Income Fund","A1","FRALX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Alabama Tax-Free Income Fund","Advisor","FALZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Alabama Tax-Free Income Fund","C","FALEX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Arizona Tax-Free Income Fund","A","FAZQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Arizona Tax-Free Income Fund","A1","FTAZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Arizona Tax-Free Income Fund","Advisor","FAZZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Arizona Tax-Free Income Fund","C","FAZIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Biotechnology Discovery Fund","A","FBDIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Biotechnology Discovery Fund","Advisor","FTDZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California High Yield Municipal Fund","A","FCQAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California High Yield Municipal Fund","A1","FCAMX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California High Yield Municipal Fund","Advisor","FVCAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California High Yield Municipal Fund","C","FCAHX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California Intermediate-Term Tax-Free Income Fund","A","FCCQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California Intermediate-Term Tax-Free Income Fund","A1","FKCIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California Intermediate-Term Tax-Free Income Fund","Advisor","FRCZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California Intermediate-Term Tax-Free Income Fund","C","FCCIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California Tax-Free Income Fund","A","FTFQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California Tax-Free Income Fund","A1","FKTFX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California Tax-Free Income Fund","Advisor","FCAVX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin California Tax-Free Income Fund","C","FRCTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Colorado Tax-Free Income Fund","A","FCOQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Colorado Tax-Free Income Fund","A1","FRCOX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Colorado Tax-Free Income Fund","Advisor","FCOZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Colorado Tax-Free Income Fund","C","FCOIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Connecticut Tax-Free Income Fund","A","FQCTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Connecticut Tax-Free Income Fund","A1","FXCTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Connecticut Tax-Free Income Fund","C","FCTIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Conservative Allocation Fund","A","FTCIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Conservative Allocation Fund","Advisor","FTCZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Conservative Allocation Fund","C","FTCCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Corefolio Allocation Fund","A","FTCOX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Corefolio Allocation Fund","Advisor","FCAZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Corefolio Allocation Fund","C","FTCLX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin DynaTech Fund","A","FKDNX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin DynaTech Fund","Advisor","FDYZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin DynaTech Fund","C","FDYNX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Emerging Market Debt Opportunities Fund","Advisor","FEMDX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Equity Income Fund","A","FISEX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Equity Income Fund","Advisor","FEIFX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Equity Income Fund","C","FRETX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Intermediate-Term Tax-Free Income Fund","A","FKQTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Intermediate-Term Tax-Free Income Fund","A1","FKITX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Intermediate-Term Tax-Free Income Fund","Advisor","FITZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Intermediate-Term Tax-Free Income Fund","C","FCITX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Limited-Term Tax-Free Income Fund","A","FFLQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Limited-Term Tax-Free Income Fund","A1","FFTFX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Tax-Free Income Fund","A","FFQAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Tax-Free Income Fund","A1","FKTIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Tax-Free Income Fund","Advisor","FAFTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Federal Tax-Free Income Fund","C","FRFTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Floating Rate Daily Access Fund","A","FAFRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Floating Rate Daily Access Fund","Advisor","FDAAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Floating Rate Daily Access Fund","C","FCFRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Florida Tax-Free Income Fund","A","FQFLX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Florida Tax-Free Income Fund","A1","FRFLX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Florida Tax-Free Income Fund","Advisor","FFTZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Founding Funds Allocation Fund","A","FFALX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Founding Funds Allocation Fund","Advisor","FFAAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Founding Funds Allocation Fund","C","FFACX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Founding Funds Allocation Fund","R","FFARX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Georgia Tax-Free Income Fund","A","FGAQX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Georgia Tax-Free Income Fund","A1","FTGAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Georgia Tax-Free Income Fund","Advisor","FGFZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Georgia Tax-Free Income Fund","C","FGAIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Gold and Precious Metals Fund","A","FKRCX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Gold and Precious Metals Fund","Advisor","FGADX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Gold and Precious Metals Fund","C","FRGOX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Growth Allocation Fund","A","FGTIX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Growth Allocation Fund","Advisor","FGTZX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Growth Allocation Fund","C","FTGTX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Growth Fund","A","FKGRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Growth Fund","Advisor","FCGAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Growth Fund","C","FRGSX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Growth Fund","R6","FIFRX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Growth Opportunities Fund","A","FGRAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
"AVANTAX","Brokerage","Franklin Growth Opportunities Fund","Advisor","FRAAX","Mutual Fund",0,"Brokerage","Commission Based Brokerage Business","Brooke Leahy","John Beaulieu"," "
